question,label
과제 평가 결과 조회를 사용 하는 법,IntroduceServices
연구개발 성과 등록은 어떻게 이용하나요,IntroduceServices
이슈로 보는 R&D 서비스는 어떻게 보는지 알려줘,IntroduceServices
NTIS 블로그 서비스 사용 하는 법,IntroduceServices
활용 가이드 서비스 어떻게 사용하는지,IntroduceServices
NTIS트위터 서비스 어떻게 활용하죠,IntroduceServices
NTIS트위터는 어떻게 사용하나요,IntroduceServices
분류기반 특허 분석 어떻게 볼 수 있는지 알려줘,IntroduceServices
분류기반특허분석은 어디서 어떻게 활용하는지,IntroduceServices
연구자 정보 서비스 사용 어떻게 함,IntroduceServices
R&D데이터신청 서비스는 어떻게 사용하나요,IntroduceServices
생애주기별 추천 정보 확인은 어디서,IntroduceServices
논문특허검증지원 어디서 어떻게 활용하죠,IntroduceServices
과찬의 말씀 서비스는 어떻게 보는지 알려줘,IntroduceServices
분류기반특허분석 서비스 어떻게 사용하나요,IntroduceServices
국가R&D 사업평가 서비스 어떻게 활용하는지,IntroduceServices
디렉토리검색 사용법 알려줘,IntroduceServices
국가연구 개발 성과 서비스 어떻게 사용할 수 있나요,IntroduceServices
국가연구개발 우수성과 서비스 어떻게 활용하죠,IntroduceServices
강좌 찾기 서비스 어떻게 사용하나요,IntroduceServices
분류기반 특허 분석 서비스를 사용 하는 법,IntroduceServices
카드뉴스는 어떻게 볼 수 있는지 알려주세요,IntroduceServices
챗봇 앤디 이용법,IntroduceServices
문장 검색 활용법 좀 알려줘,IntroduceServices
국가연구 개발 성과 서비스 어디서 확인하는지 말해줘,IntroduceServices
NTIS소개 서비스는 어떻게 사용할 수 있나요,IntroduceServices
연구개발 성과등록 서비스 어떻게 활용할 수 있나요,IntroduceServices
R&D 데이터 신청 서비스는 어떻게 활용할 수 있는지 궁금해요,IntroduceServices
과학 참견은 어떻게 사용하나요,IntroduceServices
과제 및 성과입력 서비스는 어디서 확인 할 수 있죠,IntroduceServices
과제 평가 결과 조회는 어디서 보는지 알려줘,IntroduceServices
기술이전사업화정보 서비스는 어떻게 활용하나요,IntroduceServices
평가위원 후보추천 서비스를 활용 하는 법,IntroduceServices
이용 문의 서비스는 어떻게 활용할 수 있는지 궁금해요,IntroduceServices
이슈로 보는 R&D는 어떻게 활용하죠,IntroduceServices
국가 R&D 통합공고 서비스 어떻게 볼 수 있는지 알려주세요,IntroduceServices
국가 연구개발 우수 성과 서비스는 어떻게 보는지 알려주세요,IntroduceServices
위원회추천 어디서 확인하는지 알려줘,IntroduceServices
R&D정보요약 서비스는 어떻게 사용하지,IntroduceServices
제재 정보조회는 어디서 볼 수 있는지 알려줘,IntroduceServices
활용사례는 어디서 어떻게 이용하는지,IntroduceServices
R&D 제도문의 어떻게 사용하죠,IntroduceServices
국가R&D법령 매뉴얼 어디서 확인하는지 알려줘,IntroduceServices
R&D정보요약 어디서 확인하는지 궁금합니다,IntroduceServices
연구 개발 성과 등록 서비스 어디서 확인하는지 말해줘,IntroduceServices
R&D정보요약 서비스 어떻게 활용하는지,IntroduceServices
연구개발성과등록 서비스 어디서 볼 수 있는지 알려주세요,IntroduceServices
과학 기술 표준 분류 추천 서비스는 어떻게 사용하죠,IntroduceServices
과제평가결과조회는 어떻게 이용하나요,IntroduceServices
NTIS블로그 어떻게 사용하나요,IntroduceServices
과학 기술 통계는 어디서 확인하는지 궁금합니다,IntroduceServices
기술이전사업화정보 어떻게 사용하나요,IntroduceServices
연구 생태계맵 서비스 어디서 보는지 알려줘,IntroduceServices
예타로(路)는 어디서 확인하는지 알려줘,IntroduceServices
OpenAPI 서비스 어떻게 활용하나요,IntroduceServices
과찬의말씀 어떻게 사용하지,IntroduceServices
국가R&D통합공고 서비스 어떻게 활용하는지,IntroduceServices
국가R&D수행기관 서비스는 어디서 확인하는지 말해줘,IntroduceServices
R&D 예타로 어디서 어떻게 이용하는지,IntroduceServices
과학기술표준분류추천 서비스 사용 어떻게 함,IntroduceServices
과학기술 표준분류추천 서비스는 어떻게 사용하지,IntroduceServices
국가 R&D 통합공고 어떻게 사용하죠,IntroduceServices
R&D 정보요약이 뭐냐,IntroduceServices
과제평가결과조회는 어디서 어떻게 이용하는지,IntroduceServices
국가 연구개발 우수 성과는 어디서 확인하는지 궁금합니다,IntroduceServices
연구생태계맵 서비스 어디서 볼 수 있는지 알려주세요,IntroduceServices
NTIS페이스북 서비스는 어떻게 활용하나요,IntroduceServices
기술이전사업화정보 서비스를 사용 하는 법,IntroduceServices
분류체계기반 R&D 분석은 어떻게 사용하나요,IntroduceServices
과학기술 표준분류추천 서비스 어떻게 이용하나요,IntroduceServices
과학 기술 통계 서비스 어디서 확인하는지 알려줘,IntroduceServices
NTIS페이스북 서비스는 어떻게 활용하죠,IntroduceServices
과제평가결과조회 서비스는 어디서 보는지 알려주세요,IntroduceServices
국가연구 개발 성과 서비스는 어디서 어떻게 이용하는지,IntroduceServices
과제평가 결과조회 서비스 어떻게 사용하죠,IntroduceServices
문장 검색 이용 방법 좀 알려줘,IntroduceServices
SIMS 서비스 활용 어떻게 함,IntroduceServices
중장기계획예산사업 서비스 어디서 확인하는지 궁금해요,IntroduceServices
과찬의 말씀 서비스는 어떻게 활용할 수 있나요,IntroduceServices
국가 R&D 기관 평가 서비스 어디서 볼 수 있는지 알려줘,IntroduceServices
R&D정보요약 서비스 활용 어떻게 함,IntroduceServices
연구자 연구기관에서 어떤 서비스를 제공하나요,IntroduceServices
이용 문의는 어떻게 사용하지,IntroduceServices
이력정보관리 서비스가 궁금해,IntroduceServices
뉴스 레터 서비스 어디서 확인하는지 말해줘,IntroduceServices
R&D 제도문의 서비스는 어떻게 이용하나요,IntroduceServices
공지사항 서비스 어디서 볼 수 있는지 알려주세요,IntroduceServices
예타로(路) 서비스 활용 하는 법,IntroduceServices
분류 기반 특허 분석은 어떻게 활용하나요,IntroduceServices
분류 기반 특허 분석 서비스 어디서 어떻게 이용하는지,IntroduceServices
국가 R&D 법령 매뉴얼 서비스가 뭐지,IntroduceServices
국가R&D통합공고 서비스는 어디서 어떻게 이용하는지,IntroduceServices
이용 문의 서비스 어떻게 볼 수 있는지 알려줘,IntroduceServices
분류기반 특허분석 어디서 보는지 알려줘,IntroduceServices
국가R&D법령매뉴얼 서비스는 어떻게 사용해,IntroduceServices
평가위원 후보추천 어디서 어떻게 활용하는지,IntroduceServices
정책기술동향이 뭐냐,IntroduceServices
NTIS페이스북 어떻게 사용하는지,IntroduceServices
기술이전 사업화정보 어디서 확인하는지 알려줘,IntroduceServices
뉴스레터 서비스는 어떻게 사용하죠,IntroduceServices
논문 특허 검증지원이 뭐냐,IntroduceServices
과제평가결과 조회는 어떻게 사용해,IntroduceServices
국가 연구 개발 우수 성과를 활용 하는 법,IntroduceServices
R&D 정보 요약 서비스 어떻게 사용해,IntroduceServices
유사과제 서비스 어떻게 활용하는지,IntroduceServices
활용가이드 서비스 어떻게 활용하나요,IntroduceServices
이력 정보 관리 어떻게 사용하죠,IntroduceServices
챗봇앤디 서비스는 어떻게 이용하나요,IntroduceServices
과학기술 표준분류추천 서비스는 어떻게 사용하나요,IntroduceServices
OpenAPI는 사용 어떻게 함,IntroduceServices
NTIS유튜브 서비스 어떻게 이용하나요,IntroduceServices
앤디 어떻게 활용하나요,IntroduceServices
정책 기술 동향 어디서 볼 수 있는지 알려줘,IntroduceServices
논문 특허 검증 지원 서비스를 이용 하는 법,IntroduceServices
국가R&D통합공고는 어디서 확인하는지 궁금해요,IntroduceServices
과학기술표준분류추천은 어떻게 활용하는지,IntroduceServices
국가 R&D 기관평가 서비스 어떻게 사용할 수 있나요,IntroduceServices
연구생태계맵 서비스는 어디서 보는지 알려주세요,IntroduceServices
연구개발 우수성과는 어떻게 이용하나요,IntroduceServices
국가연구 개발성과 서비스 어떻게 볼 수 있는지 알려줘,IntroduceServices
과학기술표준분류 추천은 활용 어떻게 함,IntroduceServices
활용가이드 서비스 어디서 볼 수 있는지 알려주세요,IntroduceServices
국가 R&D 수행기관은 어디서 어떻게 이용하는지,IntroduceServices
과제및성과입력(SIMS)은 어떻게 사용할 수 있나요,IntroduceServices
R&D 제도문의는 활용 어떻게 함,IntroduceServices
국가 R&D 수행기관 어떻게 이용하나요,IntroduceServices
국가 연구개발 우수성과는 어디서 확인하는지 알려줘,IntroduceServices
연구개발성과등록을 이용 하는 법,IntroduceServices
R&D예타로(路) 서비스는 어떻게 볼 수 있나요,IntroduceServices
과학 참견 서비스 어디서 어떻게 활용하는지,IntroduceServices
분류기반 특허분석은 어떻게 활용하죠,IntroduceServices
NTIS 트위터 서비스는 어떻게 사용하지,IntroduceServices
국가연구개발 성과 어디서 보는지 알려줘,IntroduceServices
R&D데이터신청 어떻게 볼 수 있는지 알려줘,IntroduceServices
활용사례 서비스,IntroduceServices
분류기반 특허 분석 서비스 어떻게 활용하는지,IntroduceServices
디렉토리 검색 활용법 좀 알려주세요,IntroduceServices
강좌찾기 서비스가 궁금해,IntroduceServices
활용 사례 서비스 어떻게 이용하나요,IntroduceServices
OpenAPI 서비스는 어떻게 이용하나요,IntroduceServices
과제 평가결과조회 서비스는 어디서 어떻게 활용하는지,IntroduceServices
사업 및 기관성과평가 서비스는 어떻게 활용하나요,IntroduceServices
국가R&D통합공고 서비스 어디서 확인하는지 궁금합니다,IntroduceServices
R&D제도문의 어디서 어떻게 이용하는지,IntroduceServices
R&D 기평비관리 서비스는 어떻게 활용할 수 있는지 궁금해요,IntroduceServices
국가 R&D 수행기관 서비스 사용 어떻게 함,IntroduceServices
연구자생애주기는 어디서 어떻게 이용하는지,IntroduceServices
평가 위원 후보추천을 활용 하는 법,IntroduceServices
연구개발성과 등록 서비스를 이용 하는 법,IntroduceServices
연구개발 성과등록 서비스는 어떻게 이용하나요,IntroduceServices
연구자 생애 주기는 어디서 보는지 알려줘,IntroduceServices
위원회 추천 서비스를 활용 하는 법,IntroduceServices
연구생태계맵 서비스는 어디서 어떻게 이용하는지,IntroduceServices
분류기반 특허분석 서비스 이용 하는 법,IntroduceServices
R&D 데이터신청 서비스 어디서 보는지 알려줘,IntroduceServices
국가 R&D 사업평가 서비스는 어떻게 사용하지,IntroduceServices
과찬의말씀 서비스는 활용 어떻게 함,IntroduceServices
Open API는 사용 어떻게 함,IntroduceServices
분류체계기반 R&D 분석 이용 하는 법,IntroduceServices
국가 R&D 통합 공고가 뭐지,IntroduceServices
예타로 관련 정보는 어디서 확인하나요 ,IntroduceServices
국가 R&D 수행기관 서비스 어떻게 활용하는지,IntroduceServices
과학 기술 표준 분류 추천 서비스 어디서 어떻게 활용하죠,IntroduceServices
연구개발성과등록 어디서 어떻게 활용하죠,IntroduceServices
국가연구개발 성과 서비스는 어떻게 볼 수 있는지 알려주세요,IntroduceServices
평가위원 후보추천 서비스는 어디서 보는지 알려주세요,IntroduceServices
국가R&D법령매뉴얼 어디서 확인하는지 알려줘,IntroduceServices
유사 과제 서비스는 어떻게 활용할 수 있나요,IntroduceServices
SIMS 서비스는 어디서 보지,IntroduceServices
뉴스레터 서비스는 어디서 어떻게 이용하는지,IntroduceServices
이용문의 서비스는 어떻게 활용하나요,IntroduceServices
국가 R&D 통합 공고 사용 어떻게 함,IntroduceServices
연구자정보 서비스는 어디서 볼 수 있는지 알려주세요,IntroduceServices
R&D예타로(路) 서비스 어디서 확인하는지 말해줘,IntroduceServices
모바일 어떻게 활용하나요,IntroduceServices
단계별 검색 이용방법 알려줘,IntroduceServices
국가 R&D 기관 평가 활용 어떻게 함,IntroduceServices
